Product Name,Pack,Code,Trade,Stock Level,Stock Value,Supplied Qty,Avg Supplied Qty Per Week,Avg Supplied Value Per Week,Weeks of Stock (supplied),Supplied Inventory Ratio
AA COACH WOMAN GOLD EDP 50ML + 7.5ML TRAVEL SPRAY (P25),2PC,8822108,33.59,0,0,0,0,0,0,0
AA COOLWATER WOMAN 30ML 2 PCE 21,30ML,9924416,11.5,2,23,0,0,0,2,0
AA COOLWATER WOMENS 30ML 2PC SET (P23),SET,8793341,14.95,1,14.95,0,0,0,1,0
AA D&amp;G DEVOTION EDP 50ML + 10ML TRAVEL SPRAY (P24),2PC,8790107,55.35,1,55.35,0,0,0,1,0
AA D&amp;G DEVOTION EDP 50ML + MINI MASCARA + TS (P25),3PCE,8822769,53.6,1,53.6,0,0,0,1,0
AA D&amp;G LIGHT BLUE EDT 50ML + 10ML TS SET (P24),2PCE,8822819,44.57,0,0,0,0,0,0,0
AA D&amp;G LIGHT BLUE EDT 50ML + CANDLE + MINI EDT SET (P24),3PCE,8822801,44.57,0,0,0,0,0,0,0
AA D&amp;G Q EDP 50ML + 5ML MINI SET (P24),2PEC,8822793,51.47,5,257.35,0,0,0,5,0
AA D&amp;G Q EDP 50ML 2 PCE SET (P23),SET,8795932,52.43,4,209.72,0,0,0,4,0
AA DKNY 24/7 EDP 50ML + 15ML EDP TRAVEL SPRAY (P24),2PC,8822116,22.03,0,0,8,2,44.06,0,3.2
AA DKNY BE DELICIOUS 30ML EDP + 100ML BODY LOTION (P24),2PC,8822124,20,0,0,0,0,0,0,0
AA DKNY ORIGINAL WOMEN 100ML EDT + 100ML BODY LOTION (P24),2PC,8822140,22.75,0,0,0,0,0,0,0
AA E ARDEN 5TH AVE 125ML EDT 2PC SET (P24),SET,8825119,13.35,0,0,0,0,0,0,0
AA E ARDEN EIGHT HOUR ENTRY NOURISHING SKIN ESSENTIALS 3 PCE SET (P24),SET(WHITE),8825077,8.02,0,0,0,0,0,0,0
AA E ARDEN EIGHT HOUR MIRACLE OIL 3 PCE SET (P24),SET,8825093,15.7,0,0,0,0,0,0,0
AA E ARDEN EIGHT HOUR SKIN ESSENTIALS 3 PCE SET (P24),SET,8825085,12.9,0,0,0,0,0,0,0
AA E ARDEN GRAND ENTRANCE MASCARA 3 PCE SET (P24),SET,8825101,9.76,0,0,0,0,0,0,0
AA E ARDEN SUNFLOWERS 100ML EDT MASS SET  (P22),SET,8713786,9.41,0,0,0,0,0,0,0
AA E ARDEN SUNFLOWERS EDT 2PC SET (P24),SET,8825127,10.47,0,0,0,0,0,0,0
AA E ARDEN WHITE DIAMONDS 50ML EDT 4PC SET (P24),SET,8825135,15.7,0,0,0,0,0,0,0
AA ELIE SAAB ELIXIR EDP 50ML + 10ML TSPRAY (P23),2PC,8790206,49.04,3,147.12,0,0,0,3,0
AA ELIE SAAB GIRL OF NOW 50ML 2 PCE SET (P22),50ML,8760274,39.64,0,0,0,0,0,0,0
AA ELIE SAAB LE PARFUM 2 PCE SET (P22),50ML,8760282,42.43,0,0,0,0,0,0,0
AA ELIE SAAB LE PARFUM EDP 50ML SET (P25),SET,8790198,49.13,0,0,0,0,0,0,0
AA FAME 50ML EDP 3 PCE SET (P23),3 PCE,8793820,25.66,0,0,0,0,0,0,0
AA FAME 80ML EDP 3 PCE SET (P23),3 PCE,8793838,61.78,0,0,0,0,0,0,0
AA FAME EDP 50ML + 100ML BODY LOTION + 10ML PS (P25),3PCE,8821795,25.66,0,0,0,0,0,0,0
AA FAME EDP 80ML + 100ML BODY LOTION + 10ML PS (P25),3PCE,8821787,52.36,0,0,0,0,0,0,0
AA FCUK FRICTION 100ML EDT 3PC SET (P23),SET,8793226,11.95,3,35.85,0,0,0,3,0
AA GHOST 30ML EDT + SOAP &amp; DEODORANT (P24),3PCE,8822652,16.19,0,0,0,0,0,0,0
AA GHOST DEEP NIGHT EDT 50ML +50ML + ELIXIR 10ML SET (P25),3PC,9571944,25.66,0,0,0,0,0,0,0
AA GHOST EDT 30ML 2PC SET (P23),SET,8800302,17.5,0,0,0,0,0,0,0
AA GHOST MINI MOON COLLECTION (P25),TRIO,8822660,15.08,1,15.08,1,0.25,3.77,4,2
AA GHOST ORB OF THE NIGHT 30ML SET (P22),,8760167,18.43,0,0,0,0,0,0,0
AA GHOST ORIGINAL EDT 30ML SET (P25),2PC,8760142,18.43,0,0,0,0,0,0,0
AA GHOST PURITY 30ML EDT GIFT SET,30ML,8711756,13.96,0,0,0,0,0,0,0
AA GHOST SWEETHEART 30ML EDT + 10ML PS (P24),2PCE,8822645,16.19,0,0,0,0,0,0,0
AA GHOST SWEETHEART 30ML SET (P22),,8760159,18.43,0,0,0,0,0,0,0
AA GHOST SWEETHEART 50ML + GHOST 50ML EDT DUO (P25),2X50ML,8822637,15.08,0,0,0,0,0,0,0
AA GHOST THE FRAGRANCE 5ML + LIP OIL GIFT BAUBLE (P24),BAUBLE,8831703,6.7,0,0,0,0,0,0,0
AA GIORGIO BEV HILLS 90ML EDT 2 PCE SET (P24),SET,8825143,12.04,0,0,0,0,0,0,0
AA GOOD GIRL 50ML EDP  + BL 75ML (P22),50ML,9887555,41.88,0,0,0,0,0,0,0
AA GUESS ICONIC 100ML EDP + 100ML BODY LOTION + TS (P24),4PCE(BOXED,,34.66,0,0,0,0,0,0,0
AA GUESS ICONIC 100ML EDP + 100ML BODY LOTION + TS (P25),4PCE,8822157,36.29,0,0,0,0,0,0,0
AA GUESS ICONIC 50ML EDP + 15ML TS (P25),2PCE,8822173,21.24,0,0,0,0,0,0,0
AA HUGO BOSS THE SCENT EDP 30ML &amp; BODY LOTION (P24)***,2PC,8820870,35.73,0,0,0,0,0,0,0
AA IM ROSE &amp; ROSE EDP (p22),50ML,9924523,36.29,0,0,0,0,0,0,0
AA ISSEY MIYAKE LEAU DISSEY FEMME 50ML EDP + 50ML BODY LOTION + 50ML SHOWERGEL SET (P24),3PCE,8822728,42.63,19,809.97,0,0,0,19,0
AA ISSEY MIYAKE LEAU DISSEY FEMME 50ML EDPI (P25),3PCE,9416231,52.48,0,0,0,0,0,0,0
AA ISSEY MIYAKE LEAU DISSEY FEMME 50ML EDT (P25),3PCE,8827974,41.09,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY ANGELIC (P24),JENSET230,8824468,7.91,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY BELLE (P25),JENSET209,8790388,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY BLUE (P25),JENSET208,8824435,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY CAROT RED 43 (P25),JENSET231,9606435,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY FLORAL EXPLOSION (P25),JENSET206,8790396,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY HER WAY (P25),JENSET264,9616988,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY LIBERTE (P25),JENSET219,8824450,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY OLYMPIA (P25),JENSET202,8824385,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY OPIUM (P25),JENSET201,8824377,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY PARADOX BLOOM (P25),JENSET265,9486549,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY POMEGRANTE (P25),JENSET40,8790370,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY SHE (P25),JENSET203,8824393,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY THE SHOE (P25),JENSET207,8824427,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY UFO (P24),JENSET205,8824419,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY UFO (P25),JENSET205,9510074,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + 150ML BODYSPRAY UFO (P25),JENSET205,,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 2PC 30ML + BODYSPRAY CHANCE IT (P25),JENSET44,8717910,7.38,0,0,3,0.75,5.53,0,0
AA JENNY GLOW 2PC 30ML + BODYSPRAY LIME &amp; BASIL (P25),JENSET41,8717860,7.38,67,494.46,0,0,0,67,0
AA JENNY GLOW 2PC 30ML + BODYSPRAY MADAME (P25),JENSET45,8790404,7.38,0,0,2,0.5,3.69,0,2
AA JENNY GLOW 2PC 30ML + BODYSPRAY WOOD &amp; SAGE (P24),JENSET43,8717878,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 3PC 30ML + 15ML + 150ML BODYSPRAY HER WAY (P25),JENSET261,9526997,9.8,0,0,0,0,0,0,0
AA JENNY GLOW 3PC 30ML + 15ML + 150ML BODYSPRAY PARADOX BLOOM(P25),JENSET262,9458050,9.8,0,0,0,0,0,0,0
AA JENNY GLOW 3PC 30ML + BODY LOTION + PS ANGELIC (P24),JENSET245,8824500,10.02,0,0,0,0,0,0,0
AA JENNY GLOW 3PC 30ML + BODY LOTION + PS BELLE (P24),JENSET239,8824484,10.02,0,0,0,0,0,0,0
AA JENNY GLOW 3PC 30ML + BODY LOTION + PS OLYMPIA (P24),JENSET236,8824476,10.02,1,10.02,0,0,0,1,0
AA JENNY GLOW 3PC 30ML + BODY LOTION + PS OPIUM (P24),JENSET,8831919,10.02,0,0,0,0,0,0,0
AA JENNY GLOW 3PC 30ML + BODY LOTION + PS UFO (P24),JENSET240,8824492,10.02,0,0,0,0,0,0,0
AA JENNY GLOW 3X15ML BELLE UFO SHE (P25),JENSET225,8824534,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 3X15ML CAROT RED ADOOR ANGELIC (P25),JENSET229,9510132,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 3X15ML MADAM CHANCE FLORAL (P25),JENSET227,8824542,7.38,0,0,0,0,0,0,0
AA JENNY GLOW 3X15ML PARADOX 13 HER WAY (P25),JENSET267,9451212,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 3X15ML SAVAGE UNDEFEATED THE MAN (P25),JENSET273,9515784,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 3X15ML SHOE POMEGRANTE MYRRH (P25),JENSET226,9444621,7.35,0,0,0,0,0,0,0
AA JENNY GLOW 4X15ML OLYMPIA OPIUM BELLE BILLIONAIRE (P24),JENSET221,8824526,10.54,0,0,2,0.5,5.27,0,2
AA JENNY GLOW 5PC 30ML ASSORTMENT SET (P24),JENSET37,8824518,15.82,0,0,0,0,0,0,0
AA JENNY GLOW 5X30ML ASSORTMENT SET (P24),JENSET39,8722829,15.82,0,0,6,1.5,23.73,0,3
AA JENNY GLOW JO MINIS 5 PCE SET L&amp;B Peony (P23),5x30ml,9923475,17.74,0,0,8,2,35.48,0,4
AA JENNY GLOW LIME AND BASIL 80ML 3 PCE SET (P23),2 PCE,8790362,10.75,3,32.25,0,0,0,3,0
AA JENNY GLOW MIX MINIS 5 PCE SET UFO(P23),5x30ml,8722837,17.74,0,0,4,1,17.74,0,2
AA JIMMY CHOO I WANT CHOO EDP 60ML + 100ML BODY LOTION (P25),2PCE,8822199,40.09,0,0,1,0.25,10.02,0,2
AA JIMMY CHOO I WANT CHOO EDP 60ML 2 PCE SET (P23),60ml,8789729,39,0,0,1,0.25,9.75,0,2
AA JIMMY CHOO I WANT CHOO FOREVER EDP 60ML 2 PCE SET (P23),60ML,8789737,39,0,0,1,0.25,9.75,0,2
AA JIMMY CHOO I WANT CHOO WITH LOVE EDP 60ML + 10ML TRAVEL SPRAY (P25),2PCE,8754756,41.16,0,0,0,0,0,0,0
AA JIMMY CHOO LE PARFUM EDP 60ML + 100ML BODY LOTION (P25),2PCE,8822207,35.1,0,0,0,0,0,0,0
AA JIMMY CHOO ORIGINAL EDP 60ML + 100ML BODY LOTION (P25),2PCE,8822181,36.84,0,0,1,0.25,9.21,0,2
AA JIMMY CHOO ORIGINAL EDP 60ML 2 PCE SET (P23),60ml,8789711,35.75,0,0,1,0.25,8.93,0,2
AA JIMMY CHOO ROSE PASSION EDP 60ML 2 PCE SET (P23),60ml,9616954,35.75,0,0,0,0,0,0,0
AA JPG CLASSIQUE 50ML EDT + 75ML BODY LOTION + PS (P25),3PCE,8821910,39.11,0,0,2,0.5,21.73,0,2
AA JPG CLASSIQUE 50ML EDT 2 PCE SET (P23),2 PCE,,39.95,0,0,0,0,0,0,0
AA JPG DIVINE EDP 100ML + 75ML BODY LOTION (P24)***,2PCE,8821928,64.56,5,322.8,6,1.5,96.84,3.33,0.75
AA JPG DIVINE EDP 50ML + 75ML BODY LOTION + MINI SPRAY (P25),2PCE,8821936,47.12,0,0,21,5.25,247.38,0,2
AA JPG NEW FEMME 100ML EDP 2 PCE SET (P23)***,2 PCE,8793879,65.45,1,65.45,0,0,0,1,0
AA JPG NEW FEMME 50ML EDP 2 PCE SET (P23)***,3 PCE,8792129,48.17,0,0,1,0.25,12.04,0,2
AA JPG SCANDAL EDP 50ML + 75ML BODY LOTION + MINI SPRAY (P25),3PCE,8821894,41,0,0,0,0,0,0,0
AA JPG SCANDAL EDP 50ML 3 PCE SET (P23),3 PCE,,41.68,0,0,0,0,0,0,0
AA KYLIE JENNER COSMIC EDP 100ML +  75ML BL + 10ML (P25),3PC,9520701,35.58,0,0,0,0,0,0,0
AA KYLIE JENNER COSMIC EDP 30ML + COSMIC 2.0 30ML EDP (P25),2PC,9604422,34.42,0,0,0,0,0,0,0
AA KYLIE JENNER COSMIC EDP 50ML +  5ML KYLASH (P25),2PC,8829830,24.01,0,0,0,0,0,0,0
AA LADY MILLION EDP 50ML + 100ML BODY LOTION + 10ML PS (P25),3PCE,8821761,22.52,0,0,0,0,0,0,0
AA LADY MILLION EDP 80ML + 100ML BODY LOTION + 10ML PS (P24)***,3PCE,8821779,43.98,0,0,0,0,0,0,0
AA LANCOME IDOLE 100ML EDP 4 PC SET (P24),4PCE,8824062,69.87,0,0,0,0,0,0,0
AA LANCOME IDOLE 50ML EDP 3 PC SET (P24),3PCE,8824054,50.92,0,0,0,0,0,0,0
AA LANCOME LVEB 100ML EDP 4PC SET (P24),4PCE,8824039,70.96,0,0,0,0,0,0,0
AA LANCOME LVEB 30ML EDP 3PC SET (P24),3PCE,8824047,37.37,0,0,0,0,0,0,0
AA LANCOME LVEB 50ML EDP 3PC SET (P24),3PC,8824021,53.62,0,0,0,0,0,0,0
AA MARC JACOBS DAISY EAU SO FRESH EDT 75ML + 75ML BODY LOTION + 75ML SHOWER GEL (P23)3),3PC,8788820,40.82,0,0,0,0,0,0,0
AA MARC JACOBS DAISY EDT 100ML 3PC SET (P25),3PCE,8820763,51.15,0,0,0,0,0,0,0
AA MARC JACOBS DAISY EDT 50ML 3PC SET (P25),3PCE,8820755,37.72,0,0,11,2.75,103.73,0,22
AA MARC JACOBS DAISY WILD EDT 50ML + 10ML PURSE SPRAY (P25),2PCE,8820797,43.92,0,0,0,0,0,0,0
AA MARC JACOBS EAU SO FRESH EDT 75ML 3PC SET (P25),3PCE,8820789,40.82,0,0,0,0,0,0,0
AA MARC JACOBS LOVE EDT 50ML + 10ML PURSE SPRAY (P25),2PCE,8820771,37.72,0,0,0,0,0,0,0
AA MARC JACOBS PERFECT EDP 100ML + 75MML BODY LOTION + 75ML BODY CLEANSE (P23),3PC,8788846,58.9,0,0,0,0,0,0,0
AA MARC JACOBS PERFECT EDP 100ML 3PC SET (P24)***,3PC,8820813,60.97,0,0,0,0,0,0,0
AA MARC JACOBS PERFECT EDP 50ML + 10ML PURSE SPRAY (P23),SET,8788838,45.98,0,0,0,0,0,0,0
AA MARC JACOBS PERFECT EDP 50ML + 10ML PURSE SPRAY (P25),2PCE,8820805,45.98,0,0,0,0,0,0,0
AA MJ DAISY EDT 100ML 3PC SET (P23),SET,8788812,50.12,0,0,0,0,0,0,0
AA MJ Daisy EDT 50ML 3PC SET (P23),SET,8788804,37.72,0,0,0,0,0,0,0
AA MJ Daisy FRESH EDT 75ML 3PC SET (P22),3 PCE,8756595,40.3,0,0,0,0,0,0,0
AA MJ PERFECT EDP 50ML 2PC SET (P22),2 PCE,8756611,42.88,0,0,0,0,0,0,0
AA MUGLER ALIEN 30ML EDP 3PC SET (P25),3PCE,8823858,30.45,0,0,0,0,0,0,0
AA MUGLER ALIEN 60ML EDP 3PC SET (P25),3PCE,8823841,41.25,0,0,0,0,0,0,0
AA MUGLER ALIEN EXTRAINTENSE 30ML EDP 2PC SET (P25),2PCE,9433830,43.33,0,0,0,0,0,0,0
AA MUGLER ALIEN GODDESS EDP 60ML 3 PCE SET (P23),SET,8786881,38.5,0,0,0,0,0,0,0
AA MUGLER ALIEN GODESS 60ML EDP 3PC SET (P24),3PCE,8823833,55,0,0,0,0,0,0,0
AA MUGLER ANGEL EDP 25ML 3 PCE SET (P23),SET,8786907,39.44,0,0,0,0,0,0,0
AA MUGLER ANGEL EDP 25ML 3 PCE SET (P25),3PCE,8823825,41.67,0,0,0,0,0,0,0
AA MUGLER ANGEL EDP 50ML + 10ML PARFUM PS + 50ML BODY LOTION (P23),3PC,8786865,53.33,0,0,0,0,0,0,0
AA MUGLER ANGEL EDP 50ML 3 PCE SET (P25),3PCE,8823817,56.11,0,0,0,0,0,0,0
AA MUGLER ANGEL STELLAR 25ML EDP 2PC SET (P25),2PCE,9464504,41.67,0,0,0,0,0,0,0
AA NARCISO POUDREE EDP 50ML + 50ML SHOWERGEL + 50ML BODY LOTION SET (P24),3PCE,8822694,48.31,0,0,0,0,0,0,0
AA NARCISO RODRIGUEZ ALL OF ME 50ML EDP + 5OML BODY LOTION + 5OML SHOWERGEL SET (P24),3PCE,8822702,53.52,0,0,0,0,0,0,0
AA NARCISO RODRIGUEZ ALL OF ME 50ML EDP 3 PCE SET (P23),50ML,8799017,53.27,0,0,0,0,0,0,0
AA NARCISO RODRIGUEZ FOR HER 50ML EDP + 50ML BODY LOTION + 7.5ML SET (P25),3PCE,8822710,51.46,0,0,0,0,0,0,0
AA NARCISO RODRIGUEZ FOR HER 50ML EDPI + 50ML BODY LOTION + 50ML SHOWERGEL SET (P25),3PCE,9489519,58.07,0,0,0,0,0,0,0
AA NARCISO RODRIGUEZ FOR HER 50ML EDT+ 50ML BODY LOTION + 50ML SHOWERGEL SET (P24),3PCE,8829186,41.92,0,0,0,0,0,0,0
AA OH MY GLAM - BLACK MAGIC 100ML EDP 3PC SET (P24),3PC,8830150,12,190,2280,0,0,0,190,0
AA OH MY GLAM - BLOOM BLOOM BLOOM 100ML EDP 3PC SET (P24),3PC,8830143,12,174,2088,2,0.5,6,348,0.01
AA OH MY GLAM - ITS GABRELLA 100ML EDP 3PC SET (P24),3PC,8830135,12,186,2232,0,0,0,186,0
AA OLYMPEA 50ML EDP  + BL 75ML + MSP 10ML (P22),3 PCE,8711616,37.17,0,0,0,0,0,0,0
AA OLYMPEA EDP 50ML + 100ML BODY LOTION + 10ML PS (P25),3PCE,8821803,34.77,0,0,0,0,0,0,0
AA OLYMPEA EDP 80ML + 100ML BODY LOTION + 10ML PS (P24)***,3PCE,8821811,43.14,0,0,0,0,0,0,0
AA PRADA PARADOXE 50ML EDP 2PC SET (P25) ,3PCE,8823874,57.81,0,0,0,0,0,0,0
AA PRADA PARADOXE 90ML EDP 3PC SET (P25) ,3PCE,8823866,78.65,0,0,0,0,0,0,0
AA PRADA PARADOXE INTENSE 50ML EDP 2PC SET (P25) ,2PCE,9537325,58.33,0,0,0,0,0,0,0
AA REEBOK COOL YOUR BODY 100ML EDT 2PC SET (P23),SET,8793325,7.35,99,727.65,0,0,0,99,0
AA REEBOK MOVE YOUR SPIRIT 100ML EDT 2PC SET (P23),SET,8798050,7.35,110,808.5,0,0,0,110,0
AA ROBERTO CAVALLI SERPENTINE 50ML EDP + BL 100ML (P25),2PCE,8789703,41.16,0,0,0,0,0,0,0
AA SABRINA CARPENTER CARAMEL DREAM 3 PC SET (P25),SET,9538992,19.25,0,0,0,0,0,0,0
AA SABRINA CARPENTER CHERRY BABY 3 PC SET (P25),SET,9621947,19.25,0,0,0,0,0,0,0
AA SABRINA CARPENTER MINI TRAVEL 4 PC SET (P25),SET,9658436,19.25,0,0,0,0,0,0,0
AA SABRINA CARPENTER SWEET TOOTH 3 PC SET (P25),SET,9539008,19.25,0,0,0,0,0,0,0
AA SJP LOVELY 100ML 3 PCE SET (P23/4),1,8793176,14.5,15,217.5,0,0,0,15,0
AA SJP LOVELY 100ML 3 PCE SET (P24),1,8825176,14.5,0,0,0,0,0,0,0
AA SJP UNSPOKEN 50ML 3 PCE SET (P24),1,8825192,7.95,27,214.65,1,0.25,1.98,108,0.04
AA TIFFANY &amp; LOVE FOR HER EDP 90ML 3PC SET (P24),3PC,8820912,79.28,0,0,0,0,0,0,0
AA TIFFANY ROSE GOLD EDP 75ML 3PC SET (P24),3PC,8820904,73.14,0,0,0,0,0,0,0
AA TIFFANY SIGNATURE EDP 75ML 3PC SET (P24),3PC,8820896,73.14,0,0,0,0,0,0,0
AA TOMMY GIRL 100ML + BODY LOTION SET (P24),2PCE,8822686,20.66,7,144.62,11,2.75,56.81,2.55,1.16
AA V&amp;R FLOWERBOMB 100ML EDP 3PC SET (P24),3PC,8823601,69.79,0,0,0,0,0,0,0
AA V&amp;R FLOWERBOMB 50ML EDP 2PC SET (P25),2PCE,8823619,38.67,0,0,0,0,0,0,0
AA V&amp;R FLOWERBOMB RO INSTIT XMAS 100ML +10ML (P24),SET,8831992,70.83,0,0,0,0,0,0,0
AA V&amp;R GOOD FORTUNE INISTIT 50ML 2PC SET (P22),SET,9924325,44.27,0,0,0,0,0,0,0
AA VALENTINO BORN IN ROMA DONNA 100ML 3PC SET (P25),3PC,8823528,72.92,0,0,0,0,0,0,0
AA VALENTINO BORN IN ROMA DONNA 50ML 2PC SET (P25),2PC,8823536,56.25,0,0,0,0,0,0,0
AA VALENTINO BORN IN ROMA DONNA INTENSE 50ML 2PC SET (P25),2PC,9517921,60.42,0,0,0,0,0,0,0
AA VERA WANG PRINCESS 30ML EDT 2PC SET (P23),2PCE,8790040,15.75,4,63,0,0,0,4,0
AA VERA WANG PRINCESS 30ML EDT 2PC SET 22,2PCE,8747313,14,0,0,0,0,0,0,0
AA YSL BLACK OPIUM EDP 50ML SET (MD25),SET,8835225,55.47,0,0,0,0,0,0,0
AA YSL BLACK OPIUM EDP 50ML SET (P25),SET,8823981,42.28,0,0,0,0,0,0,0
AA YSL BLACK OPIUM EDP 50ML SET (SP23),50ML,8805301,50.24,0,0,0,0,0,0,0
AA YSL BLACK OPIUM EDP 90ML 3 PCE SET (P25),SET,8823999,54.84,0,0,0,0,0,0,0
AA YSL BLACK OPIUM EDP 90ML SET (MD23),90ML,8773590,67.51,0,0,0,0,0,0,0
AA YSL BLACK OPIUM EDP 90ML SET (MD25),SET,8835233,73.26,0,0,0,0,0,0,0
AA YSL LIBRE EDP 50ML 3 PCE SET (MD25),SET,8835258,56.52,0,0,0,0,0,0,0
AA YSL LIBRE EDP 50ML 3 PCE SET (P23),SET,8786980,51.28,0,0,0,0,0,0,0
AA YSL LIBRE EDP 50ML 3PC SET (P25),3PCE,8823957,43.96,0,0,0,0,0,0,0
AA YSL LIBRE EDP 50ML SET (SP23),50ML,8805319,50.24,0,0,0,0,0,0,0
AA YSL LIBRE EDP 90ML 3 PCE SET (MD25),SET,8835241,79.54,0,0,0,0,0,0,0
AA YSL LIBRE EDP 90ML 3 PCE SET (P25),SET,8824005,79.02,0,0,0,0,0,0,0
AA YSL LIBRE EDP 90ML SET (SP23),SET,8805368,73.26,0,0,0,0,0,0,0
AA YSL LIBRE INTENSE EDP 90ML 2 PCE SET (P25),2PCE,8824013,79.54,0,0,0,0,0,0,0
AA ZADIG &amp; VOLTAIRE THIS IS HER 100ML EDP + 10ML PS (P24),2PCE,8831026,55.42,0,0,0,0,0,0,0
AA ZADIG &amp; VOLTAIRE THIS IS HER 50ML EDP + 50ML BODY LOTION SET (P25),2PCE,8822751,42.63,0,0,0,0,0,0,0
AA ZADIG &amp; VOLTAIRE THIS IS HER! EDP 50ML SET (P23),SET,8790131,43.7,0,0,0,0,0,0,0
AA ZADIG &amp; VOLTAIRE ZADIG 50ML EDP + 50ML BODY LOTION SET (P25),2PCE,9667791,66.44,0,0,0,0,0,0,0
AA(A) CK ONE 50ML EDT 2PC SET (P23),50ML,8793218,16.25,6,97.5,0,0,0,6,0
AA(A) DIESEL D BY DIESEL 50ML 2 PC SET (P22),SET,8751208,19.2,0,0,0,0,0,0,0
AAA 1 MILLION 100ML EDT + 150ML DEODORANT SPRAY 10ML PS (P25),3PCE,8821753,35.34,0,0,0,0,0,0,0
AAA 1 MILLION 100ML EDT 3 PCE SET (P23)***,3 PCE,8793143,42.41,0,0,0,0,0,0,0
AAA 1 MILLION 50ML EDT + 150ML DEODORANT SPRAY 10ML PS (P25),3PCE,8821746,17.28,0,0,0,0,0,0,0
AAA 1 MILLION 50ML EDT 3 PCE SET (P23)***,3 PCE,8793135,30.89,0,0,0,0,0,0,0
AAA ADIDAS ENERGY DRIVE 100ML EDP + 100ML SHOWERGEL (P24),2PCE,8823163,10.78,0,0,0,0,0,0,0
AAA ARMANI ADGH 50ML EDT + 75ML SHOWERGEL (P25),2PCE,8823320,39.58,0,0,0,0,0,0,0
AAA ARMANI ADGH PARFUM 100ML + 15ML TS (P25),2PCE,8823312,48.34,3,145.02,0,0,0,3,0
AAA ARMANI ADGH PROFONDO EDP 100ML + 15ML TS (P24),2PCE,8823304,44.17,0,0,0,0,0,0,0
AAA ARMANI ADGH TRIO 3X15ML SET (P25),TRIO,9537317,33.85,0,0,0,0,0,0,0
AAA ARMANI CODE EDT 50ML + 75ML SHOWERGEL (P25),2PCE,8823502,29.58,0,0,0,0,0,0,0
AAA ARMANI STRONGER WITH YOU 100ML EDT + 75ML SHOWERGEL  + 15ML TS (P24),3PCE,8823486,50,0,0,0,0,0,0,0
AAA ARMANI STRONGER WITH YOU 100ML EDT + 75ML SHOWERGEL  + 15ML TS (P25),3PCE,9517913,51.04,0,0,0,0,0,0,0
AAA ARMANI STRONGER WITH YOU 50ML EDT + 75ML SHOWERGEL (P25),2PCE,8823478,36.98,0,0,0,0,0,0,0
AAA ARMANI STRONGER WITH YOU INTENSE 100ML EDT + 15ML TS (P25),2PCE,9573254,54.69,0,0,0,0,0,0,0
AAA ARMANI STRONGER WITH YOU INTENSE 50ML + 75ML SHOWERGEL (P25),2PCE,8823494,30.83,0,0,0,0,0,0,0
AAA ARMANI STRONGER WITH YOU PARFUM 100ML + 15ML TS (P25),3PCE,9493628,60.94,0,0,0,0,0,0,0
AAA ARMANI SWY TRIO 3X15ML SET (P25),TRIO,8823296,30.73,0,0,0,0,0,0,0
AAA AZZARO THE MOST WANTED EDPI 2PC SET (P25),2 PCE,9537333,42.22,0,0,0,0,0,0,0
AAA BOSS BOTTLED 100ML EDT 3PC (P23),SET,8788911,45.23,0,0,0,0,0,0,0
AAA BOSS BOTTLED EDP 50ML 2PC (P23),SET,8788937,34.62,1,34.62,0,0,0,1,0
AAA BOSS HUGO MAN EDT 75ML 2PC (P23),SET,8788952,31.27,0,0,0,0,0,0,0
AAA BURBERRY HERO EDP 50ML 2PC SET (P25),2PC,9604414,44.55,0,0,0,0,0,0,0
